message;severity;node;stamp;topics;location
"Inbound TCP/IP connection failed: connection from sender terminated before handshake header received. 0 bytes were received. Please check sender for additional details.";"4";"/environment_updater";"1650482975.922009944";"/bees/bee_alive,/bees/bee_updated,/bees/outcome_processed,/flowers/flower_alive,/flowers/flower_updated,/outcomes,/rosout,/tick_completed,/update_bees,/update_flowers";"tcpros_base.py:TCPROSServer._tcp_server_callback:355"
"Inbound TCP/IP connection failed: connection from sender terminated before handshake header received. 0 bytes were received. Please check sender for additional details.";"4";"/environment_updater";"1650482975.696588039";"/bees/bee_alive,/bees/bee_updated,/bees/outcome_processed,/flowers/flower_alive,/flowers/flower_updated,/outcomes,/rosout,/tick_completed,/update_bees,/update_flowers";"tcpros_base.py:TCPROSServer._tcp_server_callback:355"
"{'avg_observe_ratio': 0.33, 'avg_explore_ratio': 0.15, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.9599999999999995, 'avg_exploit_ratio': 0.52, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.4, 'tick_id': 10000, 'fittest_gene': '1-0-2-1-2-2-2-1-1-0-2-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482973.478018045";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.33, 'avg_explore_ratio': 0.15, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.9599999999999995, 'avg_exploit_ratio': 0.52, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 9900, 'fittest_gene': '1-1-1-1-2-0-2-1-1-0-2-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482972.975019931";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.34, 'avg_explore_ratio': 0.14, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.52, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.4, 'tick_id': 9800, 'fittest_gene': '1-0-2-1-2-2-2-1-1-0-2-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482972.492352962";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.35, 'avg_explore_ratio': 0.15, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.5, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.35, 'tick_id': 9700, 'fittest_gene': '1-0-1-1-2-2-2-1-1-0-2-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482971.972472906";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.34, 'avg_explore_ratio': 0.16, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.5, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.35, 'tick_id': 9600, 'fittest_gene': '1-0-1-1-2-2-2-1-1-0-2-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482971.478879928";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.34, 'avg_explore_ratio': 0.16, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.5740000000000003, 'avg_exploit_ratio': 0.5, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.35, 'tick_id': 9500, 'fittest_gene': '1-0-2-1-2-2-2-1-2-1-0-1-2-0-1-2-1-1-0-1'}";"2";"/record_generation_server";"1650482970.987346887";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.32, 'avg_explore_ratio': 0.16, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.95959595959596, 'avg_exploit_ratio': 0.52, 'max_fitness': 4.94949494949495, 'fittest_observe_ratio': 0.3, 'tick_id': 9400, 'fittest_gene': '1-0-1-1-2-2-2-1-1-1-0-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482970.516720056";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.29, 'avg_explore_ratio': 0.18, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.53, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.3, 'tick_id': 9300, 'fittest_gene': '1-0-1-1-2-2-2-1-1-1-0-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482970.040533065";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.31, 'avg_explore_ratio': 0.16, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.959999999999998, 'avg_exploit_ratio': 0.53, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.3, 'tick_id': 9200, 'fittest_gene': '1-0-1-1-2-2-2-1-1-1-0-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482969.552864074";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.33, 'avg_explore_ratio': 0.15, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.52, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.3, 'tick_id': 9100, 'fittest_gene': '1-0-1-1-2-2-2-1-1-1-0-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482969.055620908";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.36, 'avg_explore_ratio': 0.11, 'fittest_explore_ratio': 0.05, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.53, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.4, 'tick_id': 9000, 'fittest_gene': '1-1-1-1-2-2-2-1-2-1-0-2-2-1-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482968.571211099";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.35, 'avg_explore_ratio': 0.12, 'fittest_explore_ratio': 0.1, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 2.5740000000000003, 'avg_exploit_ratio': 0.53, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.4, 'tick_id': 8900, 'fittest_gene': '1-0-1-1-2-2-2-1-2-1-0-2-2-1-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482968.082655906";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.39, 'avg_explore_ratio': 0.17, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.9599999999999995, 'avg_exploit_ratio': 0.44, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.35, 'tick_id': 8800, 'fittest_gene': '1-0-0-1-2-2-2-1-1-1-0-2-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482967.602252960";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.41, 'avg_explore_ratio': 0.16, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.9600000000000017, 'avg_exploit_ratio': 0.43, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.4, 'tick_id': 8700, 'fittest_gene': '1-0-1-1-2-2-2-2-2-1-0-1-2-0-0-2-1-1-2-1'}";"2";"/record_generation_server";"1650482967.124727964";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.38, 'avg_explore_ratio': 0.17, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.9599999999999995, 'avg_exploit_ratio': 0.45, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 8600, 'fittest_gene': '1-0-1-1-2-2-1-1-0-1-0-2-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482966.670336961";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.39, 'avg_explore_ratio': 0.14, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.9599999999999995, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.35, 'tick_id': 8500, 'fittest_gene': '1-0-1-1-2-2-2-1-1-1-0-2-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482966.161324977";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.41, 'avg_explore_ratio': 0.13, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.959999999999998, 'avg_exploit_ratio': 0.46, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.45, 'tick_id': 8400, 'fittest_gene': '1-2-1-1-2-2-2-2-2-1-0-1-2-0-0-2-1-1-2-1'}";"2";"/record_generation_server";"1650482965.683063030";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.42, 'avg_explore_ratio': 0.11, 'fittest_explore_ratio': 0.1, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.9700000000000015, 'avg_exploit_ratio': 0.47, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.45, 'tick_id': 8300, 'fittest_gene': '1-2-1-1-2-2-2-2-2-1-0-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482965.222899913";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.43, 'avg_explore_ratio': 0.1, 'fittest_explore_ratio': 0.1, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.9699999999999998, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.45, 'tick_id': 8200, 'fittest_gene': '1-2-1-1-2-2-2-2-2-1-0-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482964.745168924";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.43, 'avg_explore_ratio': 0.11, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.9600000000000017, 'avg_exploit_ratio': 0.46, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.4, 'tick_id': 8100, 'fittest_gene': '1-2-1-1-2-0-0-2-2-1-1-1-2-0-0-2-1-1-2-2'}";"2";"/record_generation_server";"1650482964.282546043";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.44, 'avg_explore_ratio': 0.1, 'fittest_explore_ratio': 0.05, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 2.376, 'avg_exploit_ratio': 0.46, 'max_fitness': 3.465, 'fittest_observe_ratio': 0.45, 'tick_id': 8000, 'fittest_gene': '1-2-1-1-2-2-2-2-2-1-1-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482963.818734884";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.43, 'avg_explore_ratio': 0.1, 'fittest_explore_ratio': 0.1, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.959999999999998, 'avg_exploit_ratio': 0.47, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.4, 'tick_id': 7900, 'fittest_gene': '1-2-1-1-2-2-0-2-2-1-1-1-2-0-1-2-1-1-2-1'}";"2";"/record_generation_server";"1650482963.346182107";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.44, 'avg_explore_ratio': 0.17, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.25, 'avg_fitness': 3.9600000000000017, 'avg_exploit_ratio': 0.39, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.5, 'tick_id': 7800, 'fittest_gene': '1-2-1-2-2-2-0-0-2-1-0-2-2-0-2-2-1-1-2-0'}";"2";"/record_generation_server";"1650482962.879291057";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.43, 'avg_explore_ratio': 0.17, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.9699999999999998, 'avg_exploit_ratio': 0.4, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.4, 'tick_id': 7700, 'fittest_gene': '1-2-1-1-2-2-0-0-2-1-1-1-2-0-2-2-1-1-2-1'}";"2";"/record_generation_server";"1650482962.433330059";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.39, 'avg_explore_ratio': 0.17, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 1.3860000000000026, 'avg_exploit_ratio': 0.44, 'max_fitness': 1.3860000000000026, 'fittest_observe_ratio': 0.4, 'tick_id': 7600, 'fittest_gene': '1-2-1-1-2-2-0-0-2-1-1-1-2-0-2-2-1-1-2-1'}";"2";"/record_generation_server";"1650482961.983748912";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.36, 'avg_explore_ratio': 0.17, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 2.376, 'avg_exploit_ratio': 0.47, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.45, 'tick_id': 7500, 'fittest_gene': '1-2-1-1-2-2-0-0-2-1-1-2-2-0-2-2-1-1-2-1'}";"2";"/record_generation_server";"1650482961.509613990";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.3, 'avg_explore_ratio': 0.22, 'fittest_explore_ratio': 0.15, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.960000000000002, 'avg_exploit_ratio': 0.48, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.4, 'tick_id': 7400, 'fittest_gene': '1-2-1-1-2-2-0-0-2-1-1-1-2-0-2-2-1-1-2-1'}";"2";"/record_generation_server";"1650482961.058465957";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.24, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.5, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 7300, 'fittest_gene': '1-2-1-1-2-2-0-0-2-1-1-1-0-0-1-1-1-1-2-1'}";"2";"/record_generation_server";"1650482960.577303886";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.24, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.55, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.49, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.25, 'tick_id': 7200, 'fittest_gene': '1-2-1-1-2-2-0-0-2-1-1-1-0-0-1-1-1-1-2-1'}";"2";"/record_generation_server";"1650482960.112863063";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.29, 'avg_explore_ratio': 0.24, 'fittest_explore_ratio': 0.2, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 2.5739999999999994, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 7100, 'fittest_gene': '1-2-1-0-2-2-1-0-2-1-2-1-1-0-0-1-1-1-2-1'}";"2";"/record_generation_server";"1650482959.620589017";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.3, 'avg_explore_ratio': 0.24, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.9699999999999998, 'avg_exploit_ratio': 0.46, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.3, 'tick_id': 7000, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-1-0-0-1-1-1-2-2-1'}";"2";"/record_generation_server";"1650482959.189182996";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.31, 'avg_explore_ratio': 0.27, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.42, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.3, 'tick_id': 6900, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-1-0-0-1-1-1-2-2-1'}";"2";"/record_generation_server";"1650482958.729054927";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.3, 'avg_explore_ratio': 0.32, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.35, 'avg_fitness': 2.9699999999999998, 'avg_exploit_ratio': 0.38, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.4, 'tick_id': 6800, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-2-0-2-0-1-1-2-2-1'}";"2";"/record_generation_server";"1650482958.293158054";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.5739999999999994, 'avg_exploit_ratio': 0.41, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.25, 'tick_id': 6700, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-1-0-0-1-1-1-2-0-1'}";"2";"/record_generation_server";"1650482957.827656984";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 2.5739999999999994, 'avg_exploit_ratio': 0.43, 'max_fitness': 3.96, 'fittest_observe_ratio': 0.2, 'tick_id': 6600, 'fittest_gene': '1-2-1-0-2-2-0-0-1-1-1-1-0-0-1-1-1-2-0-1'}";"2";"/record_generation_server";"1650482957.365360021";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.4, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 6500, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-1-0-0-1-1-1-2-0-1'}";"2";"/record_generation_server";"1650482956.883790016";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.34, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.376, 'avg_exploit_ratio': 0.4, 'max_fitness': 3.465, 'fittest_observe_ratio': 0.25, 'tick_id': 6400, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-1-1-0-1-1-0-2-0-1'}";"2";"/record_generation_server";"1650482956.415529966";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.36, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 2.375999999999999, 'avg_exploit_ratio': 0.38, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.25, 'tick_id': 6300, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-1-0-0-1-1-0-2-0-1'}";"2";"/record_generation_server";"1650482955.936620950";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.35, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.4, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.44, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 6200, 'fittest_gene': '1-2-1-0-2-2-0-0-2-1-1-1-0-0-1-1-0-2-0-1'}";"2";"/record_generation_server";"1650482955.496112108";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.34, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 2.375999999999999, 'avg_exploit_ratio': 0.45, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.2, 'tick_id': 6100, 'fittest_gene': '1-2-1-0-2-1-0-0-2-1-1-1-0-1-1-2-0-0-1-1'}";"2";"/record_generation_server";"1650482955.037631034";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.2, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 3.960000000000002, 'avg_exploit_ratio': 0.47, 'max_fitness': 7.92, 'fittest_observe_ratio': 0.25, 'tick_id': 6000, 'fittest_gene': '1-2-1-0-2-1-0-0-2-1-1-1-0-2-1-1-0-2-1-1'}";"2";"/record_generation_server";"1650482954.575730085";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.21, 'avg_explore_ratio': 0.35, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.44, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.2, 'tick_id': 5900, 'fittest_gene': '1-2-1-0-2-1-0-0-2-1-1-1-0-0-1-1-0-2-0-1'}";"2";"/record_generation_server";"1650482954.155630111";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.26, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 2.376, 'avg_exploit_ratio': 0.5, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.25, 'tick_id': 5800, 'fittest_gene': '1-2-0-0-2-1-1-0-2-1-1-1-0-0-1-1-2-2-1-1'}";"2";"/record_generation_server";"1650482953.703466892";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.25, 'avg_explore_ratio': 0.24, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 2.97, 'avg_exploit_ratio': 0.51, 'max_fitness': 6.93, 'fittest_observe_ratio': 0.25, 'tick_id': 5700, 'fittest_gene': '1-2-0-0-2-1-1-0-2-1-1-1-0-0-1-1-2-2-1-1'}";"2";"/record_generation_server";"1650482953.235924005";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.27, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.573999999999998, 'avg_exploit_ratio': 0.47, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.3, 'tick_id': 5600, 'fittest_gene': '1-2-2-0-2-1-1-0-2-1-1-1-0-0-1-1-2-2-0-1'}";"2";"/record_generation_server";"1650482952.736428022";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.27, 'avg_explore_ratio': 0.3, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.43, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.25, 'tick_id': 5500, 'fittest_gene': '1-2-0-0-2-1-1-0-2-1-1-1-0-0-1-1-2-2-0-1'}";"2";"/record_generation_server";"1650482952.225749969";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.25, 'avg_explore_ratio': 0.31, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.376, 'avg_exploit_ratio': 0.44, 'max_fitness': 3.465, 'fittest_observe_ratio': 0.25, 'tick_id': 5400, 'fittest_gene': '1-2-0-0-2-1-1-0-2-1-1-1-0-0-1-1-2-2-0-1'}";"2";"/record_generation_server";"1650482951.737157106";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.24, 'avg_explore_ratio': 0.3, 'fittest_explore_ratio': 0.25, 'fittest_exploit_ratio': 0.5, 'avg_fitness': 1.3860000000000026, 'avg_exploit_ratio': 0.46, 'max_fitness': 1.3860000000000026, 'fittest_observe_ratio': 0.25, 'tick_id': 5300, 'fittest_gene': '1-2-0-0-2-1-1-0-2-1-1-1-0-1-1-1-2-2-0-1'}";"2";"/record_generation_server";"1650482951.259048938";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.26, 'avg_explore_ratio': 0.33, 'fittest_explore_ratio': 0.3, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 2.376000000000002, 'avg_exploit_ratio': 0.41, 'max_fitness': 2.475, 'fittest_observe_ratio': 0.25, 'tick_id': 5200, 'fittest_gene': '1-2-0-0-2-1-1-0-2-1-1-1-0-0-1-1-2-2-0-1'}";"2";"/record_generation_server";"1650482950.810911893";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
"{'avg_observe_ratio': 0.23, 'avg_explore_ratio': 0.36, 'fittest_explore_ratio': 0.35, 'fittest_exploit_ratio': 0.45, 'avg_fitness': 3.96, 'avg_exploit_ratio': 0.41, 'max_fitness': 4.95, 'fittest_observe_ratio': 0.2, 'tick_id': 5100, 'fittest_gene': '1-2-0-0-2-1-1-0-1-0-1-1-0-0-1-1-2-2-0-1'}";"2";"/record_generation_server";"1650482950.342046976";"/rosout";"record_generation_server.py:RecordGenerationServer.handle_request:27"
